"26","batch02_S06",1,19283,18769,6516,27990,46450,126560,28778,129460,31549,9971.3,381030,10696,28590,65994,35083,16446,42746,12432,5314.2,11681,32440,46432,5690.8,52773,4272.9,2896400,13710,1887700,23628,76206,8001.8,27312,76284,131140,18291,11815,658500,52832,19074,17930,146240,8354.4
"27","batch02_C08",1,11018,34546,7742,15956,52508,160870,39730,151920,30646,21221,528850,8680.4,25530,45628,21442,12028,56743,11940,7916.9,15156,16114,44984,7272.6,61684,9822.9,4355000,10358,2778900,21415,78159,10227,29079,39130,215330,21228,21238,692660,62655,19474,16615,202080,10003
"28","batch02_C06",1,16319,25378,8554.3,12935,53999,91007,21641,147000,22716,27080,456430,13018,20541,44745,29650,13539,65837,17269,4459.4,22167,16241,43209,3289,40689,7334.5,3861700,14043,3497400,17515,69707,11393,37325,69395,150240,23279,24448,696040,67077,25599,27997,140060,10420
"29","batch02_S02",1,7598.9,25745,9591.3,24102,34650,110700,23212,186440,15486,19387,702990,9809,24270,63914,21420,23534,48505,17485,8236.5,10525,28901,63184,4983.5,36774,5674.1,4887600,14535,3939400,29690,69810,16177,36419,56253,141320,23894,27308,499430,57183,29311,23768,205700,7478.6
"30","batch02_S09",1,12713.08,33403,7604.1,18827,52919,175810,30797,207380,23770,25649,364080,12406,42280,42419,33000,23684,23828,9471.3,8232.4,8698.9,34646,33925,7520.7,36783,9522.1,3388600,16328,1460800,21479,77510,19836,29229,71226,146550,24635,9522,790850,59034,16420,15489,219770,10970
"31","batch02_C02",1,12867,41503,8314.5,13330,45099,107380,29618,156010,9838.5,26851,420020,11183,19717,20702,24417,13037,48473,16608,7135.4,8509.1,18280,31354,5385.7,41132,7144.9,4175000,15505,3210000,21547,67935,17437,41441,90289,116600,28325,18536,916180,43332,16248,28939,183640,10961
"32","batch02_S04",1,12310,43435,5277.6,29886,47768,96034,17991,160460,21360,20587,824630,7484.2,24797,64856,27778,26587,47000,14378,6036.4,13192,32144,60922,4841.1,33470,9956.4,4822100,13759,4545300,39853,53422,13080,43206,71913,7859.3,21547,24054,629700,10659,23837,21251,203760,9177.3
"33","batch02_S08",1,4207.5,36211,6242.3,23207,52179,148580,28588,215190,25787,21158,482270,9331.4,39966,79533,20571,19418,44106,8080.4,8056.8,14306,21516,50060,5840.9,41129,7683.6,4828800,11794,4529300,27482,66440,13008,29727,140880,25538,19606,9894,406070,21331,26481,14208,210390,9987.4
"34","batch02_C04",1,14989,29910,7708.6,22027,47861,127540,26950,165370,18432,22734,912090,5646.8,31945,18219,18101,21162,38122,13888,6899.1,6521.3,14707,62366,4631.2,36400,9212.1,4003200,10962,3432100,33212,72587,13605,35705,56105,18367,20204,38402,654770,20005,10077,19802,190970,10524
"35","batch02_S10",1,13230.1875,23946,7847.8,25815,42636,121640,21588,228650,26479,20246,526620,8740.5,33646,72829,22658,19651,55937,17434,6840.1,13962,32450,54077,5731.7,28902,11307,3832000,15163,3399200,27534,95278,12466,28808,66139,132110,8702.8,15384,403730,59951,35232,25636,173730,6566.3
"36","batch02_C09",1,11840,16451,9063.2,17601,86435,175620,19712,170850,26620,18867,549850,9978.4,20060,45635,27029,11172,77321,11535.8,7006.7,22180,15619,40934,7231.3,37750,8075,3421200,12041,6800100,27552,72010,17853,29580,64907,281440,25101,15324,498270,81628,16040,16722.4,196420,12008
"37","batch03_C05",1,6362.96666666667,16958,9371.1,16595,73069,128350,25964,182920,15082,19988,521510,16221,11449,63618,35511,9277.2,64962,8711,8391,36173,3758.1,38470,8298.7,57034,6544.7,4464200,17420,5688500,21219,66726,21954,53325,99089,70661,23418,21519,639320,42815,27700,12900,224250,10032
"38","batch03_S03",1,13941,31806,8370.5,26402,40485,111460,18966,166410,17287,19950,570440,11875,28692,71589,25293,20907,55363,16542,6744.9,12712,24819,53461,7260.6,29397,8345,4804900,14968,3896900,29285,69091,18615,39183,80006,30435,21481,15289,794940,15556,27966,24832,188150,10477
"39","batch03_S07",1,10785,30816,5702.3,38442,46096,99878,17602,142190,24923,20708,687040,11217,29380,73023,27812,24060,41488,13217,7818.8,13451,39236,71088,4231.9,31126,6969.2,4064800,14472,3307100,33176,66762,13842,33777,54103,35631,21602,25959,878710,25767,32891,20764,150820,8785.2
"40","batch03_C01",1,40707,32257,8450.2,25577,72602,101150,34241,107240,28372,25042,1052300,5503.7,16009,56828.125,28057,16749,45739,12720,3456.1,13134.8,33559,64863,5041.6875,32291,8469.6,3679100,13350,3075100,41717,69396,10790,38263,80717,60197,24791,51751,704550,34079,6808.7,21769,174220,8690.1
"41","batch03_C10",1,15922,23076,6345.3,53021,60774,134560,37805,130130,18568,26848,1014400,10215,22025,48519,17755,21198,58283,7441.8,6691.6,31263,13889,92499,3284.9,39709,8612.5,3698700,10590,4710400,42676,59438,13895,29776,38039,72432,25869,35138,577560,34497,25511,10970,166610,14221
"42","batch03_S01",1,6731.6,21046,5471.6,37565,53187,98828,17852,174080,24788,18909,475510,8953.47777777778,24882,68597,37455,19466,48941,16610,6280.8,14892,34695,52675,7624.6,23418,9971.7,3317900,17581,2521700,25470,85099,13518,37272,63957,43880,17227,17437,935630,28730,30420,21412,117880,8735.1
"43","batch03_C03",1,16662,33271,7119,24780,53167,102390,25696,120240,30871,28721,652840,8829.6,23515,24344,29064,20881,50317,15904,6532.4,8997.5,26571,52666,5995.9,44178,9500.8,3289700,15714,2635200,25290,65276,11489,32269,66824,40202,26181,33446,1068400,26650,7966,24393,128920,7702
"44","batch03_S05",1,10109,20278,6699.4,28286,44050,95279,19417,235080,17013,16989,427360,10407,27134,82750,24374,18617,50383,13578,6758.4,15627,27448,51561,8413,30765,6490.2,3709800,14634,3095400,22981,83665,14260,35914,68699,93753,14156,15859,735540,54322,31342,19792,133800,9371.8
"45","batch03_C07",1,17473,20497,9607,20173,62643,148930,26566,121530,31023,26253,692810,10269,18920,30692,25152,10915,71952,12504,4575.1,14241,11224,60416,4532.2,69418,8766.6,3930200,14109,4098400,30255,63221,11815,29348,54250,57984,22794,25841,578210,24640,11504,21794,174490,10881
"46","batch03_S06",1,14974,20800,6400,21432,46966,137250,20758,114960,29135,18655,505780,6103.6,39472,72067,30957,13498,51480,16271,5846.6,6646.6,40127,51571,5504.5,47011,10018,3477400,13506,1842300,25838,71751,10389,27694,64373,119031.4,18292,18320,889980,11299,21742,19536,163840,6927.6
"47","batch03_C08",1,12349,33474,9685.3,15619,57378,253600,35531,106280,25384,29861,672240,14493,31329,40429,25189,12729,58399,11762,5753,18129,18345,50680,4784.93,66059,7383.3,3988400,11625,3418600,24771,57531,15216,25362,38680,79917,28947,27920,972940,40444,23297,19586,195490,9523.1
"48","batch03_C06",1,14090,38519,7615.6,11858,57879,99748,25460,144010,16144,27231,460650,10088,19681,45647,26531,13587,69007,18833,5566.9,24750,13893,45618,4254.3,38907,7021.8,4559800,11619,3629400,18285,63265,14815,35760,78956,90539,26039,22472,665380,36898,23077,26192,160010,12006
"49","batch03_S02",1,5193.7,25530,7688.8,27493,41499,107040,24545,187390,17591,23534,673790,9154,27091,59875,24876,20145,44938,14281,5238.6,16211,27782,59118,3862,35242,4920.2,5204200,14249,3615900,30871,71417,17827,34725,65364,94375.8,21174,26691,617270,10775,25838,22528,206310,7899.9
"50","batch03_S09",1,7016.7,24690,8994.4,20329,49818,131550,37419,188330,23534,17686,363560,9145.5,37686,69002,26386,18864,37117,12589,8791.4,13432,29211,36924,8992.8,46788,3510.5,4614100,15154,1702200,21822,68447,25252,32307,84676,70044,21730,5193.4,666390,38913,16664,19089,256590,11856
"51","batch03_C02",1,20945,35630,10804,14412,48097,146220,29163,163580,9532.9,32475,449600,11906,30105,36082,22289,13756,57809,18771,7319.2,13267,16558,32374,7538,49356,6627.2,4569300,12812,3386200,17271,57544,16454,41335,89816,26931,26820,18151,835600,23523,11812,25740,188360,12174
"52","batch03_S04",1,8399.4,35111,7775.8,27198,38946,105470,14316,156150,13319,21738,751280,7627.6,27415,53696,25418,23603,38494,13633,5688.3,12720,32453,65632,2330.5,31724,6876.5,4223200,12598,4278800,34854,56754,19216,36429,54245,5376.4,21609,30906,690950,35695,24443,21754,198960,7823.4
"53","batch03_S08",1,7256.3,31933,6194.5,19229,37363,112210,22763,149140,32459,15952,571590,10318,29983,71635,18291,18815,48548,6097.5,7770.8,13122,30241,57133,2620.5,38845,7834.3,4906500,13511,4749700,24470,58897,18748,30022,121750,80781,17876,19466,509730,37622,29061,15513,225180,10292
"54","batch03_C04",1,9867.1,21916,7051.3,22430,47706,80923,25482,171100,15489,27034,990720,3914.2,20119,19640,23198,21815,52047,16550,8031.3,4564.6,15820,69611,4408.48,35939,4274.8,3984000,10894,3661600,36676,66836,12584,34617,50766,195790,19608,38400,523290,90830,7203.9,25496,195090,10024
"55","batch03_S10",1,8527.94285714286,22848,6709.7,23669,34313,125640,27416,229400,23580,15620,489000,9300.4,28914,44731,23578,15979,50152,16068,7491.4,15858,31667,52627,4187,30743,5611.4,6590200,14080,3556500,28059,74357,21084,34015,103980,123130,21527,14664,394200,52993,31556,25712,273810,9409.9
"56","batch03_C09",1,12876,21054,9362.7,18204,78043,126230,21060,161330,19797,18843,526220,6089.7,15525,39347,20127,12410,80873,10372.9,7043.6,25746,17340,42308,5279.1,39216,7688.6,3583200,16327,7374300,23863,63834,15308,29664,59998,97836,24221,14791,504630,78484,18032,15595,192490,11466
"57","batch04_C05",1,8110.61666666667,16409,8480.5,18017,74069,98984,22627,183210,11662,14608,584380,19376,12578,73042,36242,10325,70033,11047,8285.7,34112,7111.2,41192,9034.6,60188,7979.1,4788100,14390,6374600,22662,59897,22289,47837,100340,35105,21739,22739,670850,22105,27859,16017,225230,9534.7
"58","batch04_S03",1,8796.3,14175,6740.1,25618,43990,111490,16656,176820,18526,19692,512540,10272,24351,74372,26660,22125,41139,16631,7648.8,12828,23758,40427,3878.1,27739,8540.5,3479100,16428,4541700,27972,70055,13673,38789,81420,92510,22102,11510,813490,42757,26931,22284,213910,10344
"59","batch04_S07",1,17119.69,41903,5724.4,30280,47360,106980,17262,190540,29017,17571,708280,10143,34991,68462,21727,25333,48620,15828,4816.7,14537,26495,68144,7717.6,31579,8347.7,3818400,15386,3198500,30387,72980,15036,32964,50840,30088,11468,16844,758080,23337,25419,20289,152960,7145.4
"60","batch04_C01",1,32313,31302,7344.8,29980,82244,102820,32757,129850,23512,23111,947000,5385.9,20238,47972.125,29568,15090,51212,13120,7357.3,12118.2625,33849,55858,5133.6,36980,6883.2,3641700,11255,3147800,38788,67532,11056,42896,89329,158980,23368,43137,566730,62802,5571.2,16953,177990,9350.6
"61","batch04_S01",1,10189,22037,6066.9,32419,40649,84254,16854,164700,18019,15391,530390,10112,11246,75445,37922,19978,48166,16873,5987.9,12242,42573,60458,3335.4,24620,6399.5,3700600,12213,2578600,27474,79676,16010,33574,62021,123620,16149,18872,1012900,44337,32993,20512,133730,7664.5
"62","batch04_S05",1,10246,17391,6398.9,34064,44381,89292,18711,179380,20844,17647,445160,6210.8,20869,68240,28319,18705,37751,12094,7922.6,16884,26912,52397,6860.1,30603,9045.3,4121200,15213,3465800,22969,61578,29242,32267,68595,63720,22960,16428,876700,32456,32908,22763,181040,9766.6
"63","batch04_C07",1,16515,24111,8439.5,17415,60267,82904,27421,143540,15994,34761,724360,10837,11140,36074,26330,8234,76779,15965,6601.9,15938,14836,59675,8126.1,66418,6434.2,4158100,13216,4036900,25224,61696,18352,29191,60558,104320,26431,22114,583360,32756,12961,21827,182190,9925
"64","batch04_S06",1,13248,11828,7356.9,27423,39753,105720,25703,143960,28154,7036.5,365950,8782.3,22723,64174,30575,16204,37110,13011,5749,8940.2,32220,43487,6068,53673,4633.5,3288500,15743,1873300,23064,73139,15919,33639,78311,234010,21403,11463,700470,72588,20193,19784,153800,6922.8
"65","batch04_C08",1,4212.3,19590,6892.4,21855,75556,174300,36156,250490,35895,21990,503600,13116,43456,60377,20859,12486,69213,10183,6315.2,20857,13287,39828,6521.6,84693,14597,2654600,16500,3224600,21361,113860,12651,90831.5,37606,102630,10012,12943,639700,77223,20107,16908,135740,9418.2
"66","batch04_C06",1,14782,20556,8391.9,11916,58149,83571,22689,163500,17015,26129,459490,10659,17049,51839,24019,9820.9,70914,15464,5476.8,23106,14349,43696,3345.1,40383,6837.9,4224400,13219,3403300,18192,71059,13117,30063,69008,140740,19308,21326,738710,51777,25070,24435,151710,9900.7
"67","batch04_S02",1,13751.87,14298,8032.3,33332,44959,120720,23878,184960,21095,21524,648680,11382,29901,70477,23239,20800,42944,14978,8127.9,15361,26156,51916,5245.3,44271,9057.3,4042200,14480,3694400,28816,70831,16370,34796,59743,22211,17613,23826,522370,15179,25559,23076,199480,11940
"68","batch04_S09",1,6825.2,27259,6995.1,17598,50686,128320,32893,145290,25909,19123,443760,10699,35079,55396,24741,21562,36879,14246,4053.6,8515.1,40146,39150,7486.3,37383,8085.1,4489500,16039,1591300,27257,66192,23549,28088,68506,66614,19869,10927,917610,33534,17094,16453,245480,9888.8
"69","batch04_C02",1,19755,49219,8521,13871,49442,94694,23405,167050,12543,25925,511890,6075.4,23373,33970,21479,14552,53419,18033,7192.7,10748,18279,34956,4788.4,42763,7378.1,4083700,11559,3338000,18674,68544,14817,38588,82508,45955,24386,18327,1018900,29941,12203,26435,166530,12018
"70","batch04_S08",1,3857,29046,7336.2,19667,44701,122130,20688,181430,25491,15522,539750,8918.5,32383,64071,20954,19490,44034,8259.4,8238.6,14122,26660,53490,2026.3,35184,7685.9,4488300,15017,4664200,23977,77059,20265,26630,126410,71988,18703,12509,492270,39558,28129,15314,220000,8751.5
"71","batch04_C04",1,11991,28482,8599.8,20957,46492,111470,24564,176330,16679,15020,980760,5494.5,27687,22189,23172,22059,48208,17779,6910.2,7302.9,14679,65027,2999.8,37626,5799.3,4057100,12332,3654500,33772,62173,14653,37362,52849,133740,23289,43488,625730,66677,11429,21935,217690,12062
"72","batch04_S10",1,10727.2888888889,17998,4420.1,33176,53583,80461,26197,267330,37297,18325,455960,11101,22494,60567,30143,18839,40468,13932,8565.7,15405,31225,48672,3879.5,30350,10615,4956100,13504,3544900,24633,89637,26589,33395,101970,174940,16292,13381,481410,75313,26224,22803,243790,7930.6
"73","batch05_S03",2,8313.5,23371,6416.6,25477,39296,100990,16139,212690,19908,22918,531440,8180.2,24655,53791,28272,19062,58042,16881,6987.6,13045,25095,51631,3754.6,25975,6672.9,3866900,9757.2,3740600,27130,68921,9593.5,33459,83438,172780,18415,16238,655800,70536,26656,27948,152600,10281
"74","batch05_S07",2,5457.9,42719,6027.9,42289,45773,129830,19631,166490,25696,24423,614040,7194.1,37735,79873,25437,26433,48815,14948,6949.4,17014,32614,69744,4860.1,36738,6237.1,4239500,12477,3392000,34131,63139,13590,38604,64719,41525,20201,19157,786950,27135,30588,21602,159090,8659.4
"75","batch05_C01",2,30477,31467,8439.9,22335,68881,115410,32141,115450,22043,25106,1045000,6180.3,17442,12795,29003,16607,50205,12015,5879.6,11998.6625,36285,67372,2540,32351,6496.5,4041300,11282,3046200,39503,75209,6981,39895,98005,225580,27448,46058,679000,100490,5379,21092,177670,8941.6
"76","batch05_C10",2,11583,20656,7510.6,30439,55290,178220,31351,139470,23303,23815,1136100,6569.4,27915,42743,17214,18848,57865,7055.2,4742.6,22329,13337,94720,3929.44444444444,31960,6694,3942600,10260,4365600,43156,67723,9919.2,26872,34322,19579,19005,48044,640840,17141,23471,10996,157800,10701
"77","batch05_S01",2,9170.6,16098,6677.3,33504,55499,128320,16705,182700,19640,15366,487620,9794,27311,61959,41214,20685,33834,13488,8343,6443.2,38116,64393,2135.9,19749,5730.6,4921300,12434,2485600,25666,68175,13371,35060,68317,149230,20017,18620,1132800,113360,27468,18929,183820,9966.2
"78","batch05_C03",2,21752,28597,9693.2,22718,47093,91282,26593,119500,27159,11725,670550,9403.1,19003,22588,26475,21396,60527,15392,7148.3,10377,30922,57353,4093.6,48381,6554.6,4469600,9810.9,2919600,25929,58787,20706,42300,86332,104160,32432,37367,1013600,49763,10818,22460,184480,11316
"79","batch05_C07",2,14421,26451,10889,22805,57314,135520,32297,122270,12571,48306,651770,8540.4,16354,32296,31501,18690,90535,14769,5105.6,21374,16993,59527,5152.8,86104,3027.8,3765400,8831.5,4582100,29201,51390,25964,31816,59314,78990,40718,24339,536720,42696,11453,21373,175600,12334
"80","batch05_C06",2,13696,31930,8141.8,15089,54726,75993,22249,173840,14420,26438,414700,10835,9504.3,44901,29367,9525.1,64639,15244,7441.8,24067,17768,43551,1937.7,39966,7353.3,3783600,10610,3490300,13998,81211,12208,34882,74535,35654,27892,28557,753560,35751,25606,23798,121860,11565
"81","batch05_C02",2,14731,33094,6657.7,12077,55370,95451,25798,171030,20055,29028,513290,6400.7,22685,24669,19874,10935,41445,11919,5999.6,14698,18998,35067,4620.32222222222,36978,6878.4,4080300,7892.6,3098400,19408,61097,16221,34171,83964,5122.5,26070,26375,1102700,14727,16050,24349,155440,11162
"82","batch05_S04",2,7376.1,20080,8503.2,33389,43627,220120,18451,146430,14776,23715,709790,14143,37589,49558,28267,25591,43248,14601,4381.4,12297,33652,58373,3723.8,44243,5365.5,3834600,6757.3,4571200,31996,55637,17431,38429,67886,31467,27178,25653,633800,34592,26517,24467,174690,11580
"83","batch05_S08",2,3170.9,30081,6953.3,24603,49519,75362,26531,190030,23573,26667,496280,9887.1,22466,64128,22215,18733,46348,7322.6,5699,19218,27589,49261,3707,38861,7381.8,4139700,8902.8,4758100,23001,68143,16066,30435,136230,34296,19030,13442,394340,31211,30442,10803,183820,10868
"84","batch05_C04",2,11599,23217,7645.6,26302,36726,122290,25942,219420,20143,18622,760010,4216.7,26762,14014,19957,20071,37926,14013,7633.8,5988.7,7653.3,54881,3166.6,39042,5859.2,3763900,6831.4,3562400,29846,73541,17091,42767,59203,306970,24792,35463,503190,119280,12683,21242,186630,11293
"85","batch06_S03",3,9598.1,18775,6524,19161,41373,188960,18843,160740,13500,23561,548950,9687.3,47053,65904,27582,20439,50269,16035,3809.9,8816.5,35064,54804,3284.5,20884,3045.5,4169100,12038,3695400,23359,66895,16888,32702,80724,78003,18723,20619,844870,64958,32407,19887,185220,11828
"86","batch06_C10",3,11561,17392,5555.9,20029,62665,133430,30858,141860,15744,20205,1225200,10110,24700,43706,16335,21626,43514,14146.89,4840.2,15303,18871,110030,1969.7,21955,6065.2,6152700,10499,4553900,42035,64777,19749,26068,46367,93944,18941,44541,708370,65568,23824,4711.9,258590,11484
"87","batch06_S01",3,13813,31105,5216.8,36691,39901,72284,16850,187340,13420,22055,437800,6774,19503,88293,40628,15261,61931,13198,7382.9,16878,31038,51966,3376.9,27061,6460.8,3254900,11655,2756300,23429,71309,16899,51980,69009,57652,16599,14412,802640,64974,34685,18584,124790,10003
"88","batch06_C03",3,14744,53337,6361.5,32174,50311,51299,20015,141580,26066,26119,684740,8231.8,15260,27616,32082,19404,77215,18297,4679.62,12082,27565,53952,3576.1,59649,4688.8,2688000,7292.6,2867900,20412,72506,7917.5,36723,58384,169520,21676,37227,779930,57006,10523,27168,110250,9223.6
"89","batch06_S05",3,8373.8,21835,6965.9,34358,32341,84818,17372,155010,12206,25023,481320,5290.7,22445,103250,30318,19651,62775,17127,7329,19232,34386,61218,4727.9,37317,2690.5,3396400,9045.9,3882000,26007,59800,21767,38298,59767,129710,20777,16195,651550,72217,34568,23627,134050,9210.4
"90","batch06_C07",3,9430.5,19340,6603.2,20630,55925,71880,23159,134800,19466,30819,710510,7158.2,21914.83,28205,27832,13292,65270,13780,7141.7,16662,16956,60956,2896.3,72559,6527.2,3011800,11491,4043900,28444,77559,14502,28476,48015,236980,23344,31545,510840,81470,13024,21078,135470,8971.5
